id;lat;long;type;site;code
AmphoraIdentifier;FindingPlaceLatitude;FindingPlaceLongitude;AmphoricTypeTitle;AreaTitle;FULLTRANSCRIPTION
20442;54.966667;-2.333333;Dressel 20;Bardon Mill;HISPSAENICORONA
20443;54.966667;-2.333333;Dressel 20;Bardon Mill;IVLTEREN
20444;54.966667;-2.333333;Dressel 20;Bardon Mill;MV
20445;54.966667;-2.333333;Dressel 20;Bardon Mill;QMMCER
20446;54.966667;-2.333333;Dressel 20;Bardon Mill;CSTERPAVLLINI
20447;54.966667;-2.333333;Dressel 20;Bardon Mill;PVALFAVSSCOR
20448;54.966667;-2.333333;Dressel 20;Bardon Mill;GQ
20449;54.966667;-2.333333;Dressel 20;Bardon Mill;MAEME
20450;54.966667;-2.333333;Dressel 20;Bardon Mill;SAXOFERSAXFER
20451;54.966667;-2.333333;Dressel 20;Bardon Mill;OO
32250;54.966667;-2.333333;Dressel 20;Bardon Mill;AEMILIORVMETCASSIORVM
32250;54.966667;-2.333333;Dressel 20;Bardon Mill;CIII
32250;54.966667;-2.333333;Dressel 20;Bardon Mill;LEONTINIAAAACCXXSEREN
32250;54.966667;-2.333333;Dressel 20;Bardon Mill;VLXXVI
32251;54.966667;-2.333333;Dressel 20;Bardon Mill;CXC
32252;54.966667;-2.333333;Dressel 20;Bardon Mill;CCVVVI
32253;54.966667;-2.333333;Dressel 20;Bardon Mill;MONTANI
33382;54.966667;-2.333333;Dressel 20;Bardon Mill;APAMPHORA
33383;54.966667;-2.333333;Dressel 20;Bardon Mill;APN
33384;54.966667;-2.333333;Dressel 20;Bardon Mill;CANTQ
33385;54.966667;-2.333333;Dressel 20;Bardon Mill;FSCIMNIANO
33386;54.966667;-2.333333;Dressel 20;Bardon Mill;IIAVRHERACLAEPATETFILIFBAR
33387;54.966667;-2.333333;Dressel 20;Bardon Mill;IIIAVRHERACLAEPATETFILFBAR
33388;54.966667;-2.333333;Dressel 20;Bardon Mill;IIIENNIORIVLSAE
33389;54.966667;-2.333333;Dressel 20;Bardon Mill;LAFP
33390;54.966667;-2.333333;Dressel 20;Bardon Mill;LQA
33391;54.966667;-2.333333;Dressel 20;Bardon Mill;LQSC
33392;54.966667;-2.333333;Dressel 20;Bardon Mill;MCLSH
33393;54.966667;-2.333333;Dressel 20;Bardon Mill;MIAPMA
33394;54.966667;-2.333333;Dressel 20;Bardon Mill;MSEHELC
33395;54.966667;-2.333333;Dressel 20;Bardon Mill;OLEASTRO
33396;54.966667;-2.333333;Dressel 20;Bardon Mill;PNN
33397;54.966667;-2.333333;Dressel 20;Bardon Mill;PNN
33398;54.966667;-2.333333;Dressel 20;Bardon Mill;QAEPO
33399;54.966667;-2.333333;Dressel 20;Bardon Mill;QIM
33400;54.966667;-2.333333;Dressel 20;Bardon Mill;QIMS
33401;54.966667;-2.333333;Dressel 20;Bardon Mill;QMR
33402;54.966667;-2.333333;Dressel 20;Bardon Mill;SANNIRGR
33403;54.966667;-2.333333;Dressel 20;Bardon Mill;SCALCELS
33404;54.966667;-2.333333;Dressel 20;Bardon Mill;SCALHER
33405;54.966667;-2.333333;Dressel 20;Bardon Mill;SER
33406;54.966667;-2.333333;Dressel 20;Bardon Mill;SEI
33408;54.966667;-2.333333;Dressel 20;Bardon Mill;MIVS
15814;55.958056;-4.064722;Dressel 20;Bar Hill;MMACSV
16450;55.958056;-4.064722;Dressel 20;Bar Hill;GNAPCO
16499;55.958056;-4.064722;Dressel 20;Bar Hill;SNR
16778;55.958056;-4.064722;Dressel 20;Bar Hill;LSPBOEQ
17083;55.958056;-4.064722;Dressel 20;Bar Hill;VIRAV
17084;55.958056;-4.064722;Dressel 20;Bar Hill;VIRGINENSIA
17200;55.958056;-4.064722;Dressel 20;Bar Hill;M
17205;55.958056;-4.064722;Dressel 20;Bar Hill;MMC
17217;55.958056;-4.064722;Dressel 20;Bar Hill;SA
16500;55.916667;-4.35;Dressel 20;Bearsden;SNR
16539;55.916667;-4.35;Dressel 20;Bearsden;DOMS
16544;55.916667;-4.35;Dressel 20;Bearsden;DOMS
17195;55.916667;-4.35;Dressel 20;Bearsden;I
16004;54.383333;-3.283333;Dressel 20;Beckfoot;MFF
15704;55.066667;-3.233333;Dressel 20;Birrens;LCANTP
15748;55.066667;-3.233333;Dressel 20;Birrens;LCFPC
16372;55.066667;-3.233333;Dressel 20;Birrens;MMRQ
16551;55.066667;-3.233333;Dressel 20;Birrens;DOMS
16877;55.066667;-3.233333;Dressel 20;Birrens;SCAVE
17110;55.066667;-3.233333;Dressel 20;Birrens;AR
17197;55.066667;-3.233333;Dressel 20;Birrens;LFI
15484;54.65;-1.666667;Dressel 20;Bishop Auckland;ACIRGI
15708;54.65;-1.666667;Dressel 20;Bishop Auckland;FCCVC
15964;54.65;-1.666667;Dressel 20;Bishop Auckland;LFCCVCAT
17101;54.65;-1.666667;Dressel 20;Bishop Auckland;VRITTIFAV
15400;55.9;-4.233333;Dressel 20;Bishopbriggs;LAF
15665;55.9;-4.233333;Dressel 20;Bishopbriggs;DATSCOL
15778;55.9;-4.233333;Dressel 20;Bishopbriggs;MCPRI
15815;55.9;-4.233333;Dressel 20;Bishopbriggs;MMCSVR
15816;55.9;-4.233333;Dressel 20;Bishopbriggs;MMCSVR
15818;55.9;-4.233333;Dressel 20;Bishopbriggs;MMCSVR
16325;55.9;-4.233333;Dressel 20;Bishopbriggs;MCPRI
16378;55.9;-4.233333;Dressel 20;Bishopbriggs;QMR
16502;55.9;-4.233333;Dressel 20;Bishopbriggs;SNR
16505;55.9;-4.233333;Dressel 20;Bishopbriggs;SNR
16547;55.9;-4.233333;Dressel 20;Bishopbriggs;DOMS
16553;55.9;-4.233333;Dressel 20;Bishopbriggs;DOMS
16740;55.9;-4.233333;Dressel 20;Bishopbriggs;ASAV
17078;55.9;-4.233333;Dressel 20;Bishopbriggs;VIRAV
17079;55.9;-4.233333;Dressel 20;Bishopbriggs;VIRAV
17151;55.9;-4.233333;Dressel 20;Bishopbriggs;Q
17158;55.9;-4.233333;Dressel 20;Bishopbriggs;QV
17171;55.9;-4.233333;Dressel 20;Bishopbriggs;AAF
17191;55.9;-4.233333;Dressel 20;Bishopbriggs;EAT
15817;55.9;-4.5;Dressel 20;Bishopton;MMCSVR
16357;55.9;-4.5;Dressel 20;Bishopton;MMF
16851;56.016667;-3.616667;Dressel 20;Bo'ness;SAXOFERREO
15940;53.183333;-0.466667;Dressel 20;Branston;EROTIS
15557;51.95;-3.383333;Dressel 20;Brecon Gaer;PANR
16096;51.85;-2.166667;Dressel 20;Brockworth;QIAF
16282;53.166667;-3;Dressel 20;Broughton;MP
16683;53.166667;-3;Dressel 20;Broughton;GRADOS
16770;53.166667;-3;Dressel 20;Broughton;MSMACIRGI
16122;52.25;0.716667;Dressel 20;Bury Saint Edmunds;LID
16511;52.25;0.716667;Dressel 20;Bury Saint Edmunds;SNR
15391;53.216667;-3.833333;Dressel 20;Caerhûn;GAF
16018;53.216667;-3.833333;Dressel 20;Caerhûn;LFO
16307;53.216667;-3.833333;Dressel 20;Caerhûn;ALFO
16617;53.216667;-3.833333;Dressel 20;Caerhûn;PASSERAR
16870;53.216667;-3.833333;Dressel 20;Caerhûn;SCALENSIA
15386;51.613333;-2.958889;Dressel 20;Caerleon;MAC
15393;51.613333;-2.958889;Dressel 20;Caerleon;GAF
15450;51.613333;-2.958889;Dressel 20;Caerleon;LAP
15531;51.613333;-2.958889;Dressel 20;Caerleon;MAEMRVS
15534;51.613333;-2.958889;Dressel 20;Caerleon;MAEMRVS
15598;51.613333;-2.958889;Dressel 20;Caerleon;CANTQVIE
15605;51.613333;-2.958889;Dressel 20;Caerleon;CANTQVIETI
15633;51.613333;-2.958889;Dressel 20;Caerleon;CAPF
15698;51.613333;-2.958889;Dressel 20;Caerleon;BELLVC
15772;51.613333;-2.958889;Dressel 20;Caerleon;LCM
15983;51.613333;-2.958889;Dressel 20;Caerleon;QFC
15998;51.613333;-2.958889;Dressel 20;Caerleon;SFE
16000;51.613333;-2.958889;Dressel 20;Caerleon;DEF
16065;51.613333;-2.958889;Dressel 20;Caerleon;HERMESF
16217;51.613333;-2.958889;Dressel 20;Caerleon;IVEP
16285;51.613333;-2.958889;Dressel 20;Caerleon;NIMELISSETMELISSE
16319;51.613333;-2.958889;Dressel 20;Caerleon;AELFO
16336;51.613333;-2.958889;Dressel 20;Caerleon;PLS
16397;51.613333;-2.958889;Dressel 20;Caerleon;PMSC
16438;51.613333;-2.958889;Dressel 20;Caerleon;IIMINIACRETCAL
16484;51.613333;-2.958889;Dressel 20;Caerleon;PNN
16526;51.613333;-2.958889;Dressel 20;Caerleon;COI
16549;51.613333;-2.958889;Dressel 20;Caerleon;DOM
16554;51.613333;-2.958889;Dressel 20;Caerleon;DOMS
16560;51.613333;-2.958889;Dressel 20;Caerleon;DO
16570;51.613333;-2.958889;Dressel 20;Caerleon;PORODV
16660;51.613333;-2.958889;Dressel 20;Caerleon;LQHEDERAS
16661;51.613333;-2.958889;Dressel 20;Caerleon;LQS
16711;51.613333;-2.958889;Dressel 20;Caerleon;ROM
16727;51.613333;-2.958889;Dressel 20;Caerleon;PORPS
16916;51.613333;-2.958889;Dressel 20;Caerleon;FSCIMNIANO
16987;51.613333;-2.958889;Dressel 20;Caerleon;SEX
17055;51.613333;-2.958889;Dressel 20;Caerleon;LVALERITROPHIMI
17056;51.613333;-2.958889;Dressel 20;Caerleon;LVALTROPHIMI
17095;51.613333;-2.958889;Dressel 20;Caerleon;VIRG
15563;53.15;-4.266667;Dressel 20;Caernarfon;QANTALB
15582;53.15;-4.266667;Dressel 20;Caernarfon;CANT
15912;53.15;-4.266667;Dressel 20;Caernarfon;CENHISPSAE
16017;53.15;-4.266667;Dressel 20;Caernarfon;LFOPALMA
16118;53.15;-4.266667;Dressel 20;Caernarfon;QICSEG
16763;53.15;-4.266667;Dressel 20;Caernarfon;LSLVPI
16780;53.15;-4.266667;Dressel 20;Caernarfon;LSPBO
17113;53.15;-4.266667;Dressel 20;Caernarfon;C
16316;51.583333;-3.216667;Dressel 20;Caerphilly;AELFO
16069;52.516667;-3.433333;Dressel 20;Caersws;HISPSAENI
17096;52.516667;-3.433333;Dressel 20;Caersws;VIRG
17207;52.516667;-3.433333;Dressel 20;Caersws;O
15504;51.61;-2.766667;Dressel 20;Caerwent;ACIR
15521;51.61;-2.766667;Dressel 20;Caerwent;SAEQARR
15535;51.61;-2.766667;Dressel 20;Caerwent;MAEMRVS
15565;51.61;-2.766667;Dressel 20;Caerwent;CANTONIQVIETI
15673;51.61;-2.766667;Dressel 20;Caerwent;LAVRGER
16257;51.61;-2.766667;Dressel 20;Caerwent;IMELISSI
16571;51.61;-2.766667;Dressel 20;Caerwent;OD
16598;51.61;-2.766667;Dressel 20;Caerwent;APM
16604;51.61;-2.766667;Dressel 20;Caerwent;LPMS
16635;51.61;-2.766667;Dressel 20;Caerwent;PROCVLINI
16728;51.61;-2.766667;Dressel 20;Caerwent;PORPS
16769;51.61;-2.766667;Dressel 20;Caerwent;MSMACIRGI
16799;51.61;-2.766667;Dressel 20;Caerwent;QSRPOR
16831;51.61;-2.766667;Dressel 20;Caerwent;QSASER
16845;51.61;-2.766667;Dressel 20;Caerwent;SATVRNINI
16979;51.61;-2.766667;Dressel 20;Caerwent;SER
16980;51.61;-2.766667;Dressel 20;Caerwent;SER
17093;51.61;-2.766667;Dressel 20;Caerwent;VIRGIN
16741;52.333333;0.083333;Dressel 20;Cambridgeshire;PSAV
32354;52.333333;0.083333;Dressel 20;Cambridgeshire;FCLC
15559;51.266667;1.083333;Dressel 20;Canterbury;PANRVF
15860;51.266667;1.083333;Dressel 20;Canterbury;MCLSB
15987;51.266667;1.083333;Dressel 20;Canterbury;SFE
16208;51.266667;1.083333;Dressel 20;Canterbury;LIT
16301;51.266667;1.083333;Dressel 20;Canterbury;KVFBARCOLSICETAS
16302;51.266667;1.083333;Dressel 20;Canterbury;BARCOLSICETAS
16531;51.266667;1.083333;Dressel 20;Canterbury;DOMS
16599;51.266667;1.083333;Dressel 20;Canterbury;APM
16608;51.266667;1.083333;Dressel 20;Canterbury;QPPRIX
16627;51.266667;1.083333;Dressel 20;Canterbury;PONTICI
16841;51.266667;1.083333;Dressel 20;Canterbury;SATVRNINI
16850;51.266667;1.083333;Dressel 20;Canterbury;SAXOFERREO
17106;51.266667;1.083333;Dressel 20;Canterbury;VRSI
17166;51.266667;1.083333;Dressel 20;Canterbury;SO
17206;51.266667;1.083333;Dressel 20;Canterbury;NFR
17215;51.266667;1.083333;Dressel 20;Canterbury;RI
15430;54.883333;-2.933333;Dressel 20;Carlisle;PALSAEN
15558;54.883333;-2.933333;Dressel 20;Carlisle;PANNIRVFS
15602;54.883333;-2.933333;Dressel 20;Carlisle;CANTQVIP
15759;54.883333;-2.933333;Dressel 20;Carlisle;PCHO
15864;54.883333;-2.933333;Dressel 20;Carlisle;SCLT
16061;54.883333;-2.933333;Dressel 20;Carlisle;PQHEHE
16169;54.883333;-2.933333;Dressel 20;Carlisle;QIMF
16179;54.883333;-2.933333;Dressel 20;Carlisle;PIR
16212;54.883333;-2.933333;Dressel 20;Carlisle;LIT
16353;54.883333;-2.933333;Dressel 20;Carlisle;CALLAS
16529;54.883333;-2.933333;Dressel 20;Carlisle;DOMS
16607;54.883333;-2.933333;Dressel 20;Carlisle;FPPOR
16654;54.883333;-2.933333;Dressel 20;Carlisle;LQS
16699;54.883333;-2.933333;Dressel 20;Carlisle;ROMANI
16712;54.883333;-2.933333;Dressel 20;Carlisle;ROMANIPALMA
16797;54.883333;-2.933333;Dressel 20;Carlisle;QSP
16874;54.883333;-2.933333;Dressel 20;Carlisle;SCA
17004;54.883333;-2.933333;Dressel 20;Carlisle;CTYC
17100;54.883333;-2.933333;Dressel 20;Carlisle;CALPVRPOT
17184;54.883333;-2.933333;Dressel 20;Carlisle;CIA
17201;54.883333;-2.933333;Dressel 20;Carlisle;M
32254;54.883333;-2.933333;Dressel 20;Carlisle;CANTONIQVIETI
32255;54.883333;-2.933333;Dressel 20;Carlisle;CANTONQ
32256;54.883333;-2.933333;Dressel 20;Carlisle;QFG
32257;54.883333;-2.933333;Dressel 20;Carlisle;DOMS
32258;54.883333;-2.933333;Dressel 20;Carlisle;LVC
33311;54.883333;-2.933333;Dressel 20;Carlisle;LPLVCA
33312;54.883333;-2.933333;Dressel 20;Carlisle;QICSEG
33313;54.883333;-2.933333;Dressel 20;Carlisle;ALFO
33314;54.883333;-2.933333;Dressel 20;Carlisle;AE
33315;54.883333;-2.933333;Dressel 20;Carlisle;QMR
33316;54.883333;-2.933333;Dressel 20;Carlisle;DECCA
33317;54.883333;-2.933333;Dressel 20;Carlisle;TFAMV
15805;55.983333;-3.95;Dressel 20;Castlecary;MMCS
16120;55.983333;-3.95;Dressel 20;Castlecary;LIDFITA
17085;55.983333;-3.95;Dressel 20;Castlecary;VIRGINENSIA
17178;55.983333;-3.95;Dressel 20;Castlecary;ANTIFDIS
16238;52.566667;-0.333333;Dressel 20;Castor;LIVNIMELISSI
15677;54.366667;-1.633333;Dressel 20;Catterick;IIAVRHERACLAEPATETFILFBAR
15775;54.366667;-1.633333;Dressel 20;Catterick;IICO
16781;54.366667;-1.633333;Dressel 20;Catterick;IPSI
15657;51.383333;0.516667;Dressel 20;Chatham;LATRVS
16156;51.8;-1.916667;Dressel 20;Chedworth;QIM
16640;51.733333;0.483333;Dressel 20;Chelmsford;MQFF
15380;53.2;-2.916667;Dressel 20;Chester;AA
15383;53.2;-2.916667;Dressel 20;Chester;AAFAAE
15407;53.2;-2.916667;Dressel 20;Chester;QAGEMELLI
15412;53.2;-2.916667;Dressel 20;Chester;LAGER
15415;53.2;-2.916667;Dressel 20;Chester;PORPAH
15416;53.2;-2.916667;Dressel 20;Chester;PORTPAH
15417;53.2;-2.916667;Dressel 20;Chester;PORTPAH
15420;53.2;-2.916667;Dressel 20;Chester;PAHSCALS
15455;53.2;-2.916667;Dressel 20;Chester;PORLAR
15465;53.2;-2.916667;Dressel 20;Chester;MAR
15477;53.2;-2.916667;Dressel 20;Chester;CAS
15520;53.2;-2.916667;Dressel 20;Chester;QAEOPO
15540;53.2;-2.916667;Dressel 20;Chester;AGRICOLAE
15546;53.2;-2.916667;Dressel 20;Chester;AGRICOLAE
15551;53.2;-2.916667;Dressel 20;Chester;CALVI
15566;53.2;-2.916667;Dressel 20;Chester;CANTONIQVIETI
15585;53.2;-2.916667;Dressel 20;Chester;CANQVCANOV
15591;53.2;-2.916667;Dressel 20;Chester;CANTONIQVIETI
15606;53.2;-2.916667;Dressel 20;Chester;CANTQVIETI
15616;53.2;-2.916667;Dressel 20;Chester;QANTRVG
15621;53.2;-2.916667;Dressel 20;Chester;LAPAE
15655;53.2;-2.916667;Dressel 20;Chester;ATATFTATAF
15675;53.2;-2.916667;Dressel 20;Chester;AVMONT
15726;53.2;-2.916667;Dressel 20;Chester;QCC
15732;53.2;-2.916667;Dressel 20;Chester;QCCA
15733;53.2;-2.916667;Dressel 20;Chester;QCC
15758;53.2;-2.916667;Dressel 20;Chester;PCHO
15918;53.2;-2.916667;Dressel 20;Chester;IIIENNIIVL
15932;53.2;-2.916667;Dressel 20;Chester;IIIENNIVLHEDERA
15997;53.2;-2.916667;Dressel 20;Chester;SF
16003;53.2;-2.916667;Dressel 20;Chester;LEFPC
16039;53.2;-2.916667;Dressel 20;Chester;MFELICIS
16083;53.2;-2.916667;Dressel 20;Chester;QIA
16112;53.2;-2.916667;Dressel 20;Chester;MIAPC
16241;53.2;-2.916667;Dressel 20;Chester;LIVNIMELISSI
16252;53.2;-2.916667;Dressel 20;Chester;IIIVNIMELISSETMELISSE
16313;53.2;-2.916667;Dressel 20;Chester;ALF
16318;53.2;-2.916667;Dressel 20;Chester;AELFO
16321;53.2;-2.916667;Dressel 20;Chester;CLMFF
16350;53.2;-2.916667;Dressel 20;Chester;QMCALLAIDIS
16354;53.2;-2.916667;Dressel 20;Chester;QME
16356;53.2;-2.916667;Dressel 20;Chester;LMFE
16362;53.2;-2.916667;Dressel 20;Chester;CMM
16381;53.2;-2.916667;Dressel 20;Chester;QMR
16404;53.2;-2.916667;Dressel 20;Chester;LMVE
16405;53.2;-2.916667;Dressel 20;Chester;LMVE
16406;53.2;-2.916667;Dressel 20;Chester;LMVE
16479;53.2;-2.916667;Dressel 20;Chester;PNN
16618;53.2;-2.916667;Dressel 20;Chester;PASSERAR
16700;53.2;-2.916667;Dressel 20;Chester;ROMANI
16703;53.2;-2.916667;Dressel 20;Chester;ROMANI
16717;53.2;-2.916667;Dressel 20;Chester;RVFPO
16754;53.2;-2.916667;Dressel 20;Chester;MSFPC
16759;53.2;-2.916667;Dressel 20;Chester;LSLPAMPHORA
16768;53.2;-2.916667;Dressel 20;Chester;MSMACIRGI
16785;53.2;-2.916667;Dressel 20;Chester;QSP
16798;53.2;-2.916667;Dressel 20;Chester;QSP
16871;53.2;-2.916667;Dressel 20;Chester;SCALENSIAGEME
16876;53.2;-2.916667;Dressel 20;Chester;SCALCEL
16887;53.2;-2.916667;Dressel 20;Chester;FSCIMNIANO
16888;53.2;-2.916667;Dressel 20;Chester;FSCIMNIANO
16907;53.2;-2.916667;Dressel 20;Chester;FSCIMNIANI
16938;53.2;-2.916667;Dressel 20;Chester;SECVND
16992;53.2;-2.916667;Dressel 20;Chester;STATIANIENSIA
17075;53.2;-2.916667;Dressel 20;Chester;AVIH
17076;53.2;-2.916667;Dressel 20;Chester;LVIST
17120;53.2;-2.916667;Dressel 20;Chester;CVTC
17187;53.2;-2.916667;Dressel 20;Chester;COO
17189;53.2;-2.916667;Dressel 20;Chester;CS
17208;53.2;-2.916667;Dressel 20;Chester;OC
17214;53.2;-2.916667;Dressel 20;Chester;R
17216;53.2;-2.916667;Dressel 20;Chester;RSV
28054;53.2;-2.916667;Dressel 20;Chester;QCC
16690;53.25;-1.416667;Dressel 20;Chesterfield;BRAR
16795;53.25;-1.416667;Dressel 20;Chesterfield;QSP
16990;53.25;-1.416667;Dressel 20;Chesterfield;SILVESTRI
15845;52.066667;0.2;Dressel 20;Chesterford;IICAMILIMELISSI
15846;52.066667;0.2;Dressel 20;Chesterford;IICAMILIMELISSI
15510;55.016667;-2.15;Dressel 20;Chesters;ACIRGI
15727;55.016667;-2.15;Dressel 20;Chesters;QCC
15767;55.016667;-2.15;Dressel 20;Chesters;LCM
16261;55.016667;-2.15;Dressel 20;Chesters;LIVNIMELISSIP
16262;55.016667;-2.15;Dressel 20;Chesters;LIVNIMELISSIP
16369;55.016667;-2.15;Dressel 20;Chesters;GMMF
16480;55.016667;-2.15;Dressel 20;Chesters;PNNPALMA
16858;55.016667;-2.15;Dressel 20;Chesters;SAXOFERRO
16920;55.016667;-2.15;Dressel 20;Chesters;FSCIMNIANO
16921;55.016667;-2.15;Dressel 20;Chesters;FSCIMNIANO
17139;55.016667;-2.15;Dressel 20;Chesters;MAS
17173;55.016667;-2.15;Dressel 20;Chesters;AEBEAEPE
17181;55.016667;-2.15;Dressel 20;Chesters;BYY
15385;50.833333;-0.783333;Dressel 20;Chichester;SA
15463;50.833333;-0.783333;Dressel 20;Chichester;POLAR
15506;50.833333;-0.783333;Dressel 20;Chichester;ACIRGIF
15592;50.833333;-0.783333;Dressel 20;Chichester;CANTONIQVIETI
15784;50.833333;-0.783333;Dressel 20;Chichester;QCR
15785;50.833333;-0.783333;Dressel 20;Chichester;QCR
