id;lat;long;type;site;code;name
12942;-5.52751;37.658961;Dressel 20;Lora del Río;CONSFC;Baetica
17740;-5.666942;37.615058;Dressel 20;Alcolea del Río;TATILIASIATICI;Baetica
13670;-5.646083;37.471248;Dressel 20;Carmona;FONTANI;Baetica
12235;-5.09965;37.704938;Dressel 20;Fuente Palmera;CVVA;Baetica
12258;-5.107258;37.802053;Dressel 20;Posadas;IMPIGI;Baetica
33337;-5.52751;37.658961;Dressel 20;Lora del Río;GAP;Baetica
11510;-5.281208;37.700239;Dressel 20;Palma del Río;QIVTES;Baetica
26703;-5.233333;37.833333;Dressel 20;Hornachuelos;LFC;Baetica
11670;-5.02037;37.810702;Dressel 20;Almodóvar del Río;ICVN;Baetica
11069;-5.082599;37.542203;Dressel 20;Écija;MPS;Baetica
13191;-5.666942;37.615058;Dressel 20;Alcolea del Río;N;Baetica
11281;-5.52751;37.658961;Dressel 20;Lora del Río;AQFVA;Baetica
28094;-5.666942;37.615058;Dressel 20;Alcolea del Río;LQS;Baetica
7185;-5.52751;37.658961;Dressel 20;Lora del Río;LIT;Baetica
11075;-5.52751;37.658961;Dressel 20;Lora del Río;PORODV;Baetica
11251;-5.281208;37.700239;Dressel 20;Palma del Río;QAGEMELLI;Baetica
13521;-5.666942;37.615058;Dressel 20;Alcolea del Río;PNN;Baetica
